Landkreis,LK_Einwohner,Day,DailyDeaths
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,1
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberallgäu,155362.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,1
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,1
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,2
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,2
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,2
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,2
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,2
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,1
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,1
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,0
Oberbergischer Kreis,272471.0,,1
